txn_id,user_id,amount,merchant,country,card_present,device_type,timestamp,velocity_1h,is_international,label
22570,3703,315.86,1,4,0,2,57769,2,0,0
22571,2577,132.2,2,2,1,0,57770,2,0,0
22572,191,122.08,0,1,1,0,57771,0,0,0
22573,1748,121.32,6,0,0,2,57772,0,0,0
22574,2126,280.22,6,2,1,0,57773,3,0,0
22575,1629,182.24,1,5,1,0,57774,2,0,0
22576,4985,148.42,6,4,1,1,57775,2,0,0
22577,3373,250.02,3,6,0,0,57776,2,0,0
22578,2997,201.64,0,7,1,2,57777,1,0,0
22579,17,196.22,0,1,0,2,57778,2,0,1
22580,4911,246.79,4,4,0,0,57779,3,0,0
22581,1598,169.67,2,6,0,2,57780,8,0,1
22582,1067,133.12,6,2,0,0,57781,2,1,0
22583,3140,318.71,1,7,0,2,57782,2,0,0
22584,3452,279.36,1,4,1,0,57783,3,0,0
22585,2260,141.87,6,5,1,1,57784,1,0,0
22586,2251,150.9,2,4,0,1,57785,4,0,0
22587,2774,256.25,1,5,0,2,57786,2,0,0
22588,4205,405.73,1,6,1,0,57787,1,0,1
22589,284,238.49,0,0,0,0,57788,1,0,0
22590,2989,123.3,5,1,0,0,57789,4,0,0
22591,4833,160.98,0,2,0,1,57790,2,0,0
22592,603,238.72,3,2,1,0,57791,0,0,0
22593,1364,169.19,6,2,0,0,57792,2,0,0
22594,3353,209.14,3,7,1,2,57793,2,0,0
22595,4076,121.96,0,6,0,0,57794,1,0,0
22596,4587,138.02,6,7,0,1,57795,2,0,0
22597,801,232.85,4,1,0,0,57796,0,0,0
22598,760,136.11,1,4,1,1,57797,2,0,0
22599,1494,402.81,3,5,0,1,57798,1,1,1
22600,4801,155.55,4,7,1,2,57799,1,0,0
22601,3935,136.28,5,7,0,0,57800,3,0,0
22602,815,136.29,3,1,0,2,57801,0,0,0
22603,4899,134.4,6,3,1,2,57802,1,0,0
22604,373,153.15,5,4,1,1,57803,2,0,0
22605,2999,188.71,3,0,1,0,57804,4,0,0
22606,2892,290.74,2,3,0,0,57805,1,0,0
22607,3792,335.86,3,0,1,0,57806,3,0,0
22608,3320,192.28,7,1,1,0,57807,1,0,0
22609,2190,199.15,5,1,0,0,57808,2,0,0
22610,2450,177.87,1,3,1,0,57809,1,0,0
22611,3968,151.84,7,1,0,0,57810,4,0,0
22612,823,180.08,4,6,0,0,57811,3,0,1
22613,222,133.47,6,6,0,0,57812,1,0,0
22614,3938,150.18,5,1,0,2,57813,2,0,0
22615,1388,136.81,5,7,0,1,57814,6,0,1
22616,3889,265.52,5,6,1,0,57815,0,0,0
22617,2161,133.24,7,7,1,2,57816,2,0,0
22618,3271,228.93,3,6,0,2,57817,2,0,0
22619,1926,124.5,4,6,0,1,57818,0,0,0
22620,4694,205.24,3,6,0,0,57819,0,0,0
22621,2952,235.06,6,4,0,0,57820,1,0,1
22622,4581,127.48,7,7,0,2,57821,5,0,0
22623,3994,237.28,6,4,1,0,57822,4,0,0
22624,2599,189.54,0,5,0,0,57823,0,0,0
22625,1667,211.71,3,0,1,2,57824,2,0,0
22626,3082,221.78,1,5,0,2,57825,1,0,1
22627,3886,133.26,6,4,1,0,57826,1,0,0
22628,4758,246.93,2,7,0,1,57827,2,0,0
22629,2115,240.81,7,6,1,0,57828,2,0,0
22630,2753,202.27,7,4,0,0,57829,1,0,0
22631,3169,175.21,5,0,0,0,57830,3,0,0
22632,1555,270.72,1,4,0,1,57831,1,1,1
22633,1081,289.08,2,4,0,0,57832,2,0,0
22634,3935,151.61,3,6,1,0,57833,4,0,0
22635,88,179.9,0,1,0,0,57834,2,1,1
22636,2701,166.8,6,0,0,1,57835,2,0,0
22637,2704,163.29,6,7,0,1,57836,1,0,0
22638,2960,259.76,2,0,1,1,57837,2,0,0
22639,2419,206.14,4,0,1,0,57838,0,0,0
22640,2423,170.38,4,2,1,2,57839,3,0,0
22641,4148,243.28,2,7,0,2,57840,4,0,0
22642,1748,348.33,7,2,0,0,57841,3,0,1
22643,41,160.9,1,2,1,2,57842,0,0,0
22644,2139,130.64,2,6,1,0,57843,3,0,0
22645,39,320.85,7,0,0,0,57844,1,0,0
22646,3085,371.39,3,3,1,2,57845,1,1,1
22647,3680,161.09,2,0,0,0,57846,2,0,0
22648,2152,202.62,2,6,0,0,57847,5,0,0
22649,3938,126.59,7,3,1,0,57848,0,0,0
22650,2091,122.81,2,6,0,0,57849,2,0,0
22651,209,126.94,6,7,1,2,57850,1,0,0
22652,600,238.14,1,4,0,1,57851,7,0,0
22653,605,168.15,4,5,0,0,57852,5,0,0
22654,2524,204.23,0,3,1,0,57853,1,0,0
22655,3710,183.7,6,5,0,2,57854,1,0,0
22656,2157,136.24,2,4,0,0,57855,2,0,0
22657,214,253.71,7,2,0,2,57856,1,0,0
22658,1577,138.28,4,3,0,0,57857,5,0,0
22659,2819,135.1,3,0,0,1,57858,3,0,0
22660,2125,195.95,4,4,0,0,57859,4,0,0
22661,269,281.77,1,1,0,0,57860,1,0,0
22662,2409,279.88,1,4,0,0,57861,0,0,0
22663,2578,165.16,1,3,1,0,57862,2,1,0
22664,4779,211.53,2,1,0,2,57863,1,0,0
22665,4258,258.59,1,2,0,2,57864,2,0,0
22666,4561,138.49,1,3,1,2,57865,0,0,0
22667,823,159.2,5,2,0,1,57866,2,0,0
22668,3636,199.28,1,5,1,1,57867,0,0,0
22669,2596,265.33,4,7,0,1,57868,3,0,0
22670,3954,151.76,6,4,0,0,57869,3,1,0
22671,3832,196.68,7,4,0,2,57870,2,0,0
22672,2100,123.83,3,1,1,2,57871,3,0,0
22673,4584,334.66,4,7,0,0,57872,3,0,0
22674,3603,300.07,5,0,0,0,57873,0,0,1
22675,3468,323.23,7,2,0,0,57874,2,0,0
22676,651,395.07,3,3,1,0,57875,1,0,1
22677,1635,268.5,5,0,0,0,57876,2,1,1
22678,4815,137.95,4,1,0,1,57877,2,0,0
22679,1168,188.64,6,0,1,1,57878,3,0,0
22680,4077,134.85,5,0,1,0,57879,4,0,0
22681,199,120.66,6,5,0,1,57880,2,0,0
22682,1356,131.38,0,2,0,1,57881,2,1,0
22683,3506,266.51,2,6,0,2,57882,0,0,0
22684,803,227.91,6,5,1,2,57883,2,0,0
22685,701,233.13,3,0,0,1,57884,3,0,0
22686,503,160.66,2,6,1,0,57885,3,0,0
22687,4565,121.17,3,6,1,2,57886,2,1,0
22688,2414,149.59,0,6,1,0,57887,1,0,0
22689,4720,167.58,6,3,0,1,57888,1,0,0
22690,2968,154.46,5,4,0,1,57889,1,0,1
22691,2871,174.66,1,7,1,2,57890,2,0,0
22692,4759,194.8,6,6,0,0,57891,2,0,0
22693,4847,129.05,0,4,0,1,57892,0,0,1
22694,3468,309.77,1,6,0,2,57893,1,0,0
22695,1419,184.68,7,6,0,0,57894,3,0,1
22696,1099,274.11,6,6,0,2,57895,3,0,0
22697,3170,170.46,1,1,1,0,57896,0,0,0
22698,383,224.15,0,6,1,0,57897,3,0,0
22699,3941,299.4,4,7,1,1,57898,0,0,0
22700,1394,192.52,7,0,0,2,57899,2,0,1
22701,3328,161.04,1,1,1,0,57900,2,0,0
22702,1653,187.61,0,2,1,2,57901,1,0,0
22703,4272,133.61,0,6,1,0,57902,1,1,1
22704,4324,215.97,1,6,0,1,57903,3,0,0
22705,2395,122.05,3,5,0,0,57904,0,0,0
22706,2039,167.19,0,1,0,0,57905,1,0,0
22707,1986,182.17,3,4,1,0,57906,2,0,0
22708,1263,160.22,5,0,0,2,57907,1,1,1
22709,1712,171.75,4,3,1,0,57908,0,1,0
22710,350,134.46,1,5,0,0,57909,2,1,1
22711,4027,125.51,6,4,0,0,57910,3,0,0
22712,441,165.84,0,7,1,2,57911,2,0,0
22713,2809,336.16,3,2,1,0,57912,1,0,0
22714,2563,134.86,5,7,0,1,57913,3,0,0
22715,3153,145.63,2,1,0,2,57914,3,0,0
22716,1385,287.98,4,5,0,0,57915,2,0,0
22717,288,143.9,5,2,1,0,57916,4,0,0
22718,2056,157.98,4,2,0,0,57917,1,0,0
22719,998,127.59,5,5,0,0,57918,1,0,1
22720,2334,122.82,6,6,0,0,57919,4,1,0
22721,1423,205.4,3,1,0,2,57920,2,1,1
22722,74,131.89,3,3,1,1,57921,4,0,0
22723,1463,184.42,7,7,0,0,57922,0,0,0
22724,3195,164.0,1,2,1,0,57923,1,0,0
22725,2206,126.93,1,4,1,0,57924,2,0,0
22726,430,163.82,0,7,0,0,57925,1,1,0
22727,1472,141.82,4,2,0,0,57926,3,0,1
22728,3482,275.42,7,3,0,1,57927,0,1,0
22729,3181,143.4,6,6,0,0,57928,1,0,0
22730,4942,214.95,0,3,0,0,57929,2,0,0
22731,1731,211.33,6,5,0,0,57930,3,0,0
22732,36,136.17,7,2,0,1,57931,2,0,0
22733,1021,183.9,6,5,1,0,57932,2,0,0
22734,1998,266.3,2,6,0,1,57933,1,0,0
22735,2761,127.46,3,7,1,2,57934,1,0,0
22736,3118,194.44,7,0,1,0,57935,1,0,0
22737,2536,133.86,3,0,0,2,57936,3,0,0
22738,4715,141.04,3,5,0,0,57937,3,0,0
22739,4266,202.6,1,6,1,2,57938,2,0,0
22740,146,200.32,5,2,0,0,57939,3,0,0
22741,4964,206.4,3,0,0,0,57940,4,0,0
22742,4516,181.58,6,5,0,2,57941,0,0,0
22743,4669,241.56,7,0,1,2,57942,0,0,0
22744,1027,202.62,3,7,0,0,57943,1,0,0
22745,3666,138.2,5,6,0,0,57944,4,0,0
22746,1287,127.55,0,7,0,0,57945,3,0,0
22747,2847,119.82,4,0,0,2,57946,4,0,0
22748,321,119.56,6,6,0,1,57947,1,0,0
22749,4096,127.99,7,3,0,0,57948,4,0,0
22750,2294,164.57,4,7,1,0,57949,0,0,0
22751,1613,119.47,1,0,0,2,57950,2,0,0
22752,477,157.59,1,2,0,0,57951,6,0,0
22753,3165,239.15,4,2,0,0,57952,4,0,0
22754,1827,130.0,3,4,0,2,57953,0,0,0
22755,783,243.06,0,5,0,1,57954,2,0,0
22756,4629,135.86,2,6,0,0,57955,2,0,0
22757,1948,139.71,3,2,1,0,57956,5,0,0
22758,3332,141.38,0,6,0,0,57957,4,0,0
22759,4675,150.3,3,7,0,0,57958,3,0,0
22760,1594,174.63,2,1,0,1,57959,1,1,0
22761,1748,210.31,1,5,0,0,57960,3,0,0
22762,2034,238.71,4,1,1,1,57961,1,1,0
22763,257,120.75,5,7,0,1,57962,1,0,1
22764,2992,131.58,0,5,1,0,57963,1,0,0
22765,1418,229.37,5,4,0,1,57964,0,0,0
22766,4978,237.43,2,4,1,0,57965,4,0,0
22767,4115,350.1,6,4,0,0,57966,4,0,0
22768,110,146.53,5,0,1,0,57967,6,1,1
22769,2553,139.43,6,2,0,2,57968,3,0,0
22770,1058,187.22,4,2,0,1,57969,1,0,0
22771,4351,125.56,0,7,0,0,57970,0,0,0
22772,4734,222.35,3,4,0,0,57971,1,0,0
22773,2043,171.04,5,5,1,0,57972,1,0,0
22774,2182,218.04,5,5,1,0,57973,0,0,0
22775,4493,132.82,0,2,0,0,57974,3,0,0
22776,3559,169.01,5,4,0,0,57975,2,0,0
22777,1622,152.88,3,4,0,1,57976,1,0,0
22778,3659,170.0,6,2,0,1,57977,4,0,0
22779,2695,184.31,4,7,0,2,57978,3,1,1
22780,3885,211.32,1,3,1,2,57979,3,0,0
22781,4781,280.26,1,6,0,2,57980,3,0,0
22782,3285,140.22,4,6,0,0,57981,1,0,0
22783,2167,163.53,5,1,1,0,57982,3,0,0
22784,3887,128.6,7,6,0,0,57983,3,0,0
22785,4398,151.54,2,1,1,1,57984,2,0,0
22786,4323,157.23,2,4,0,2,57985,4,0,0
22787,4452,165.57,6,6,1,0,57986,2,0,0
22788,4797,328.22,2,3,1,1,57987,3,1,0
22789,3393,311.57,0,5,0,0,57988,2,0,0
22790,2271,124.73,5,6,0,2,57989,0,0,0
22791,3712,161.74,4,4,0,1,57990,2,1,0
22792,1587,149.86,7,7,0,2,57991,1,1,0
22793,1215,154.84,4,1,0,0,57992,2,0,0
22794,1646,230.09,3,5,0,2,57993,2,0,0
22795,1351,136.57,1,1,0,1,57994,3,0,0
22796,3199,231.79,7,5,0,2,57995,2,0,0
22797,365,318.19,0,2,0,2,57996,1,0,0
22798,3940,213.67,1,0,1,1,57997,2,0,0
22799,4615,161.41,3,1,1,0,57998,0,0,0
22800,3200,124.17,4,2,1,1,57999,3,0,0
22801,1627,127.79,5,1,1,1,58000,2,0,0
22802,3202,219.39,6,2,0,0,58001,2,0,0
22803,1646,128.64,6,2,1,2,58002,1,0,0
22804,982,161.79,3,3,0,0,58003,2,0,0
22805,2396,283.17,6,5,0,2,58004,2,0,0
22806,2037,180.45,5,3,0,0,58005,3,0,0
22807,3553,151.85,5,7,1,0,58006,1,0,0
22808,922,140.01,4,6,0,1,58007,0,0,0
22809,3747,181.13,7,3,0,0,58008,3,0,0
22810,3659,152.26,6,3,1,2,58009,2,0,0
22811,3783,374.39,7,2,1,2,58010,4,1,1
22812,3996,120.09,7,2,0,0,58011,1,0,0
22813,4457,351.4,2,5,1,2,58012,4,0,0
22814,4278,137.99,2,7,0,2,58013,2,0,0
22815,1475,187.31,3,7,0,1,58014,0,0,0
22816,4659,143.49,2,6,0,1,58015,2,0,0
22817,4410,255.08,1,3,0,2,58016,1,1,1
22818,2069,215.07,4,2,0,1,58017,1,0,0
22819,3768,140.36,7,0,1,0,58018,4,0,0
22820,2853,185.58,5,2,1,0,58019,3,0,0
22821,403,310.4,3,1,1,0,58020,5,0,0
22822,1148,139.29,6,5,1,0,58021,1,0,0
22823,613,253.49,3,0,1,2,58022,3,0,0
22824,1877,244.99,0,5,0,0,58023,0,0,0
22825,1614,157.61,0,2,1,0,58024,2,0,0
22826,3018,122.13,3,0,1,0,58025,3,0,0
22827,4789,133.61,0,3,0,0,58026,1,0,1
22828,1735,170.4,4,7,0,1,58027,0,0,0
22829,3549,169.88,2,3,0,1,58028,1,0,0
22830,2920,127.94,2,4,0,0,58029,2,1,0
22831,4936,146.04,2,0,1,0,58030,3,0,0
22832,2151,156.97,0,7,0,2,58031,4,0,0
22833,2381,254.72,2,7,1,1,58032,3,0,0
22834,1811,301.88,2,2,1,0,58033,2,0,0
22835,3202,193.01,0,3,0,0,58034,3,0,0
22836,753,144.58,4,5,0,0,58035,0,0,0
22837,2473,211.58,0,3,0,0,58036,3,0,0
22838,1342,350.56,1,0,1,1,58037,3,0,0
22839,505,128.33,2,3,0,2,58038,3,1,0
22840,3483,145.37,3,0,0,2,58039,0,0,0
22841,1970,182.32,2,0,0,2,58040,2,1,0
22842,4050,152.37,6,1,1,2,58041,4,0,0
22843,4148,278.84,3,2,0,0,58042,0,0,0
22844,3638,143.24,1,7,0,0,58043,1,0,0
22845,2423,290.57,4,1,0,2,58044,1,1,0
22846,4485,261.97,3,5,0,0,58045,1,1,1
22847,674,133.72,2,2,0,0,58046,3,1,1
22848,593,126.9,0,6,0,1,58047,2,0,0
22849,2780,209.39,3,3,0,0,58048,2,0,0
22850,3669,159.77,2,4,1,0,58049,0,0,0
22851,2553,140.15,1,3,1,0,58050,2,0,0
22852,4179,316.18,5,6,0,0,58051,3,0,0
22853,3139,126.43,2,5,0,0,58052,2,0,0
22854,4510,261.24,4,3,0,2,58053,3,0,0
22855,2501,184.91,1,4,0,2,58054,5,1,1
22856,2794,129.4,3,6,1,1,58055,4,0,0
22857,4294,156.61,7,4,1,1,58056,2,0,0
22858,1713,180.15,4,0,0,0,58057,0,0,1
22859,2346,134.13,4,5,0,0,58058,1,1,0
22860,300,129.93,7,0,1,0,58059,0,0,0
22861,4225,144.5,4,2,0,2,58060,1,0,0
22862,1907,184.88,2,4,1,0,58061,4,0,0
22863,2486,237.27,7,7,0,2,58062,1,1,0
22864,207,379.97,7,6,0,0,58063,0,0,1
22865,294,131.85,4,7,0,1,58064,0,1,0
22866,1874,119.69,0,5,1,1,58065,3,1,0
22867,3759,439.85,1,6,0,1,58066,4,0,0
22868,2089,130.8,1,3,0,2,58067,2,0,0
22869,1773,230.54,3,1,0,2,58068,3,0,0
22870,2864,237.85,4,4,0,2,58069,0,0,0
22871,4722,126.05,1,1,1,0,58070,2,1,0
22872,4374,252.4,5,4,1,0,58071,3,0,0
22873,3427,141.97,3,0,0,0,58072,2,1,0
22874,529,245.13,2,5,0,0,58073,1,1,0
22875,2134,149.68,1,2,0,2,58074,0,1,0
22876,1925,230.08,5,1,1,2,58075,2,0,0
22877,4789,265.63,6,0,0,0,58076,2,1,1
22878,1361,119.35,1,5,0,1,58077,0,1,0
22879,863,178.26,2,1,0,0,58078,1,0,0
22880,3217,152.47,6,6,0,2,58079,2,0,0
22881,2363,267.57,7,0,0,1,58080,2,0,0
22882,4321,171.74,1,0,1,0,58081,3,1,1
22883,3495,157.54,7,1,0,0,58082,3,0,0
22884,1968,131.79,3,7,1,0,58083,0,0,0
22885,68,145.63,3,0,0,2,58084,5,0,0
22886,1643,528.68,0,1,0,2,58085,0,0,1
22887,1021,274.41,5,7,0,0,58086,3,1,0
22888,3144,148.28,1,4,0,0,58087,2,0,0
22889,1471,195.99,7,5,0,2,58088,2,0,0
22890,1383,611.78,5,0,0,0,58089,1,0,0
22891,2931,212.48,7,6,0,0,58090,3,0,0
22892,1337,152.11,5,7,0,0,58091,3,1,0
22893,3167,122.31,0,3,0,0,58092,0,0,0
22894,1243,247.46,3,6,1,2,58093,1,0,0
22895,1706,145.89,5,6,1,2,58094,4,0,0
22896,3200,131.41,7,5,1,1,58095,4,0,0
22897,2595,128.8,0,6,1,1,58096,1,0,0
22898,3938,128.07,7,4,0,0,58097,2,0,0
22899,1680,128.68,7,7,0,1,58098,1,0,0
22900,1316,177.04,1,3,1,0,58099,2,0,0
22901,4827,234.37,3,0,0,2,58100,2,0,0
22902,568,297.58,4,3,1,0,58101,2,0,0
22903,2705,211.69,1,5,0,0,58102,0,0,0
22904,2452,127.04,0,5,1,0,58103,1,1,1
22905,1749,354.15,6,2,0,0,58104,3,1,1
22906,4692,119.46,3,7,0,2,58105,2,0,1
22907,648,230.65,3,2,1,0,58106,2,0,0
22908,2194,441.98,5,1,0,0,58107,1,0,0
22909,2809,298.81,4,0,1,1,58108,0,0,0
22910,125,219.73,1,6,0,2,58109,2,1,0
22911,1538,178.54,6,3,1,2,58110,4,0,0
22912,4576,732.42,3,2,1,1,58111,2,1,0
22913,4808,197.51,7,4,0,2,58112,3,0,0
22914,1971,261.04,1,0,0,0,58113,1,0,0
22915,2763,135.03,2,4,0,2,58114,2,0,0
22916,1818,200.71,2,7,0,0,58115,3,0,0
22917,815,120.08,5,2,0,0,58116,2,0,0
22918,3102,251.13,1,3,0,1,58117,1,1,0
22919,4152,161.58,6,1,0,0,58118,3,0,0
22920,1655,142.87,0,2,0,1,58119,1,0,0
22921,132,142.97,0,4,0,0,58120,2,0,1
22922,231,431.16,6,7,1,2,58121,3,0,0
22923,395,279.86,3,7,1,0,58122,3,0,0
22924,3574,243.36,7,3,1,2,58123,4,0,0
22925,982,175.3,7,1,0,0,58124,2,0,0
22926,933,159.75,5,7,0,1,58125,0,0,0
22927,1410,190.51,6,3,0,0,58126,0,0,0
22928,2956,182.05,5,4,1,2,58127,1,0,0
22929,4629,293.38,0,2,1,1,58128,1,0,0
22930,4651,408.22,6,1,0,1,58129,6,0,1
22931,2742,332.92,4,3,0,2,58130,3,1,1
22932,2939,235.9,4,1,0,2,58131,0,1,1
22933,3421,160.59,4,0,1,0,58132,1,0,0
22934,2505,233.62,1,6,1,0,58133,3,0,0
22935,3034,240.08,0,1,1,0,58134,0,0,0
22936,3980,133.9,5,3,1,2,58135,2,0,0
22937,3824,255.73,6,2,0,0,58136,1,0,0
22938,4481,313.6,3,7,0,2,58137,1,0,0
22939,712,230.32,2,3,1,0,58138,1,0,0
22940,2977,210.39,5,6,0,1,58139,0,0,0
22941,1472,138.63,7,3,0,0,58140,1,0,0
22942,3700,200.23,6,5,0,2,58141,2,0,0
22943,3187,198.74,4,3,0,2,58142,0,0,0
22944,4750,156.61,7,5,1,0,58143,2,0,0
22945,1143,128.58,2,7,0,1,58144,1,0,0
22946,3982,164.53,3,1,0,0,58145,4,0,0
22947,2569,321.81,0,0,0,2,58146,1,0,0
22948,1609,240.6,6,1,0,2,58147,1,1,1
22949,4634,153.99,2,1,1,0,58148,1,0,0
22950,3823,136.46,3,2,0,0,58149,0,0,0
22951,1898,168.38,7,7,0,1,58150,2,0,0
22952,2193,232.52,4,7,0,0,58151,3,0,0
22953,4073,211.47,3,7,1,2,58152,1,0,0
22954,1092,290.71,2,1,0,0,58153,1,1,1
22955,700,148.86,7,4,0,0,58154,0,0,0
22956,4093,173.57,6,2,0,1,58155,0,0,0
22957,1902,142.79,7,7,1,2,58156,1,0,0
22958,2179,237.75,2,6,0,2,58157,2,0,1
22959,733,162.59,0,2,0,2,58158,3,0,0
22960,513,163.73,2,3,0,0,58159,2,0,0
22961,2688,253.87,1,6,1,0,58160,0,0,0
22962,4097,223.71,1,0,1,1,58161,3,0,0
22963,3757,170.06,6,3,0,1,58162,2,1,0
22964,432,156.8,4,1,0,0,58163,0,0,1
22965,4495,212.28,1,3,1,2,58164,1,0,0
22966,808,347.34,1,6,1,0,58165,0,0,1
22967,1280,163.21,1,4,1,0,58166,5,0,0
22968,2222,122.18,4,6,1,0,58167,2,0,0
22969,855,287.83,2,3,0,0,58168,0,0,0
22970,3213,133.56,2,1,0,2,58169,3,0,0
22971,2587,304.41,6,1,0,1,58170,3,0,1
22972,4841,260.54,7,0,0,1,58171,0,0,0
22973,2769,205.23,1,3,0,0,58172,2,1,0
22974,4339,268.62,0,7,0,0,58173,4,0,0
22975,3341,143.07,6,3,0,0,58174,4,0,0
22976,3229,273.94,1,5,1,2,58175,3,0,0
22977,1620,184.98,3,1,0,0,58176,4,0,1
22978,276,134.6,6,6,1,0,58177,2,1,1
22979,4104,142.5,5,2,1,2,58178,0,0,0
22980,3864,243.8,3,1,0,2,58179,1,0,0
22981,715,266.98,1,3,0,0,58180,2,0,1
22982,2081,285.21,4,4,0,1,58181,0,0,0
22983,810,135.31,1,3,0,0,58182,0,0,0
22984,3727,304.84,6,6,0,0,58183,4,0,0
22985,3979,173.47,5,4,1,0,58184,2,0,0
22986,862,518.39,0,5,0,0,58185,1,0,0
22987,37,170.77,3,0,0,2,58186,1,0,0
22988,3812,142.24,0,6,0,2,58187,3,0,0
22989,2082,123.93,1,1,0,0,58188,5,0,0
22990,455,206.48,3,4,0,2,58189,2,0,0
22991,4540,119.4,1,0,0,1,58190,1,1,0
22992,3309,263.64,6,0,0,2,58191,1,0,0
22993,4308,148.78,7,3,1,0,58192,3,0,0
22994,3212,206.7,4,1,0,0,58193,2,0,0
22995,2656,174.41,0,3,0,0,58194,0,0,0
22996,982,204.65,6,6,0,0,58195,4,1,0
22997,4392,123.37,0,1,0,2,58196,0,0,0
22998,152,136.53,5,0,0,0,58197,1,1,1
22999,3295,297.99,7,0,0,1,58198,2,0,0
23000,600,162.24,5,1,0,2,58199,3,1,1
23001,1323,185.66,3,5,1,0,58200,0,0,0
23002,1512,167.86,4,1,1,0,58201,3,0,0
23003,2259,312.37,6,7,1,0,58202,0,1,0
23004,232,136.8,6,6,0,0,58203,4,0,0
23005,2743,265.06,7,0,0,0,58204,1,0,0
23006,4463,123.96,2,5,1,0,58205,1,0,0
23007,4577,274.76,7,7,1,2,58206,1,0,0
23008,572,305.58,5,5,0,1,58207,1,0,1
23009,1203,243.78,1,4,0,2,58208,3,0,0
23010,1508,144.96,2,6,1,1,58209,1,0,0
23011,1613,128.69,1,0,0,0,58210,0,0,0
23012,3567,174.59,7,7,0,0,58211,0,0,1
23013,4041,206.69,2,1,0,2,58212,0,0,0
23014,1571,255.83,3,3,1,1,58213,6,0,1
23015,1040,175.41,3,4,0,2,58214,4,1,1
23016,1426,182.29,0,6,1,2,58215,3,0,0
23017,4082,338.99,4,6,0,0,58216,2,0,1
23018,171,122.92,2,2,0,2,58217,1,0,0
23019,189,149.73,7,1,1,1,58218,2,0,0
23020,4882,165.12,0,2,0,2,58219,2,0,0
23021,4679,200.62,5,0,1,1,58220,3,0,0
23022,600,126.99,0,3,0,0,58221,2,0,0
23023,4942,285.26,2,4,0,2,58222,2,0,1
23024,4018,149.43,4,0,0,0,58223,2,0,0
23025,3333,135.37,6,4,0,1,58224,2,0,0
23026,3577,190.62,2,6,1,0,58225,0,0,0
23027,2390,131.12,4,4,0,2,58226,1,0,0
23028,954,151.05,3,3,0,2,58227,2,0,1
23029,1626,277.36,5,1,1,1,58228,2,1,1
23030,1871,243.6,5,7,1,0,58229,3,1,0
23031,4262,145.4,4,2,1,0,58230,3,1,1
23032,2025,162.54,0,4,0,0,58231,2,0,0
23033,4330,175.69,6,7,0,0,58232,1,0,1
23034,641,185.96,2,4,0,2,58233,2,0,0
23035,1828,147.58,3,0,1,0,58234,1,0,0
23036,4703,180.1,7,5,0,1,58235,1,1,0
23037,540,237.71,6,4,0,0,58236,1,0,0
23038,2366,211.66,0,4,1,1,58237,2,0,0
23039,4439,360.19,4,5,1,2,58238,3,0,0
23040,3502,140.81,0,6,1,2,58239,1,0,0
23041,3948,209.72,0,1,1,0,59680,1,0,0
23042,3027,358.17,6,1,0,2,59681,3,0,0
23043,4733,127.08,5,5,0,0,59682,2,0,0
23044,3538,185.03,1,5,0,0,59683,1,1,0
23045,4175,451.8,0,0,0,0,59684,3,1,1
23046,2497,124.07,3,6,0,0,59685,0,1,0
23047,4287,155.07,4,1,0,1,59686,5,0,0
23048,4740,126.11,4,4,0,2,59687,3,1,0
23049,2090,189.51,6,2,0,0,59688,1,0,0
23050,3322,272.24,0,2,0,1,59689,1,1,1
23051,3582,141.16,5,3,0,0,59690,0,0,0
23052,2550,137.28,2,2,0,1,59691,1,0,1
23053,1217,179.42,6,1,1,0,59692,1,0,0
23054,4886,154.13,0,7,1,0,59693,3,0,0
23055,3979,258.95,7,3,0,0,59694,2,1,0
23056,742,130.51,7,4,0,0,59695,3,0,0
23057,4186,315.71,2,7,1,2,59696,4,0,0
23058,1715,252.17,5,5,0,0,59697,2,0,1
23059,4045,120.22,6,6,0,2,59698,0,0,0
23060,648,145.11,5,7,1,0,59699,2,0,0
23061,2798,314.9,5,1,0,0,59700,3,1,1
23062,819,273.59,0,4,0,0,59701,1,0,0
23063,243,173.34,5,5,0,2,59702,3,0,0
23064,4315,182.41,6,2,0,0,59703,5,0,0
23065,4105,125.74,3,2,0,2,59704,1,1,0
23066,4526,247.68,3,1,1,2,59705,5,0,0
23067,3878,125.35,1,7,0,2,59706,1,1,0
23068,13,201.6,0,4,0,0,59707,1,0,0
23069,3018,128.67,4,3,0,0,59708,1,0,1
23070,690,164.49,6,5,1,0,59709,5,0,0
23071,3139,154.71,5,4,0,1,59710,4,0,0
23072,3741,161.87,4,4,0,0,59711,3,0,0
23073,677,187.91,4,7,0,2,59712,2,1,1
23074,3575,131.1,2,2,1,2,59713,3,1,1
23075,4304,139.19,6,0,1,2,59714,1,1,0
23076,1324,127.92,1,1,1,0,59715,3,0,0
23077,2866,203.67,5,6,1,2,59716,0,0,0
23078,1003,123.35,2,5,0,2,59717,1,0,0
23079,2503,204.93,6,3,1,0,59718,3,0,0
23080,1766,407.92,6,4,0,0,59719,2,0,1
23081,1554,295.01,0,7,0,0,59720,2,1,0
23082,2292,150.59,4,3,0,0,59721,2,0,0
23083,1986,138.34,7,5,0,1,59722,4,1,1
23084,4867,377.18,0,0,0,1,59723,2,0,0
23085,238,165.93,2,1,1,0,59724,1,0,0
23086,3318,153.76,4,1,0,0,59725,2,0,1
23087,2393,129.78,3,4,1,0,59726,1,0,0
23088,3556,133.58,6,2,0,0,59727,4,1,1
23089,1585,227.3,7,0,1,2,59728,1,0,0
